date,vax_brand,count
"Wednesday, 13 October, 2021",Sinopharm,356
"Wednesday, 13 October, 2021",Sinovac,13230
"Thursday, 14 October, 2021",AstraZeneca,27588
"Thursday, 14 October, 2021",Cansino,2115
"Thursday, 14 October, 2021",Pfizer,174321
"Thursday, 14 October, 2021",Sinopharm,518
"Thursday, 14 October, 2021",Sinovac,12486
"Friday, 15 October, 2021",AstraZeneca,16643
"Friday, 15 October, 2021",Cansino,1906
"Friday, 15 October, 2021",Pfizer,155494
"Friday, 15 October, 2021",Sinopharm,328
"Friday, 15 October, 2021",Sinovac,11760
"Saturday, 16 October, 2021",AstraZeneca,14569
"Saturday, 16 October, 2021",Cansino,708
"Saturday, 16 October, 2021",Pfizer,115349
"Saturday, 16 October, 2021",Sinopharm,315
"Saturday, 16 October, 2021",Sinovac,7406
"Sunday, 17 October, 2021",AstraZeneca,8638
"Sunday, 17 October, 2021",Cansino,1251
"Sunday, 17 October, 2021",Pfizer,126168
"Sunday, 17 October, 2021",Sinopharm,234
"Sunday, 17 October, 2021",Sinovac,6487
"Monday, 18 October, 2021",AstraZeneca,9821
"Monday, 18 October, 2021",Cansino,1264
"Monday, 18 October, 2021",Pfizer,196986
"Monday, 18 October, 2021",Sinopharm,418
"Monday, 18 October, 2021",Sinovac,8797
"Tuesday, 19 October, 2021",AstraZeneca,7642
"Tuesday, 19 October, 2021",Cansino,989
"Tuesday, 19 October, 2021",Pfizer,127080
"Tuesday, 19 October, 2021",Sinopharm,229
"Tuesday, 19 October, 2021",Sinovac,4183
"Wednesday, 20 October, 2021",AstraZeneca,10173
"Wednesday, 20 October, 2021",Cansino,1302
"Wednesday, 20 October, 2021",Pfizer,250246
"Wednesday, 20 October, 2021",Sinopharm,424
"Wednesday, 20 October, 2021",Sinovac,7169
"Thursday, 21 October, 2021",AstraZeneca,11917
"Thursday, 21 October, 2021",Cansino,1648
"Thursday, 21 October, 2021",Pfizer,225443
"Thursday, 21 October, 2021",Sinopharm,458
"Thursday, 21 October, 2021",Sinovac,8417
"Friday, 22 October, 2021",AstraZeneca,7040
"Friday, 22 October, 2021",Cansino,2052
"Friday, 22 October, 2021",Pfizer,150676
"Friday, 22 October, 2021",Sinopharm,413
"Friday, 22 October, 2021",Sinovac,6972
"Saturday, 23 October, 2021",AstraZeneca,6779
"Saturday, 23 October, 2021",Cansino,592
"Saturday, 23 October, 2021",Pfizer,107859
"Saturday, 23 October, 2021",Sinopharm,286
"Saturday, 23 October, 2021",Sinovac,5706
"Sunday, 24 October, 2021",AstraZeneca,6592
"Sunday, 24 October, 2021",Cansino,907
"Sunday, 24 October, 2021",Pfizer,119590
"Sunday, 24 October, 2021",Sinopharm,257
"Sunday, 24 October, 2021",Sinovac,4788
"Monday, 25 October, 2021",AstraZeneca,6118
"Monday, 25 October, 2021",Cansino,1337
"Monday, 25 October, 2021",Pfizer,178942
"Monday, 25 October, 2021",Sinopharm,405
"Monday, 25 October, 2021",Sinovac,6518
"Tuesday, 26 October, 2021",AstraZeneca,4914
"Tuesday, 26 October, 2021",Cansino,1136
"Tuesday, 26 October, 2021",Pfizer,175099
"Tuesday, 26 October, 2021",Sinopharm,388
"Tuesday, 26 October, 2021",Sinovac,8388
"Wednesday, 27 October, 2021",AstraZeneca,3923
"Wednesday, 27 October, 2021",Cansino,1323
"Wednesday, 27 October, 2021",Pfizer,162864
"Wednesday, 27 October, 2021",Sinopharm,565
"Wednesday, 27 October, 2021",Sinovac,7951
"Thursday, 28 October, 2021",AstraZeneca,3137
"Thursday, 28 October, 2021",Cansino,1316
"Thursday, 28 October, 2021",Pfizer,181657
"Thursday, 28 October, 2021",Sinopharm,497
"Thursday, 28 October, 2021",Sinovac,7873
"Friday, 29 October, 2021",AstraZeneca,1933
"Friday, 29 October, 2021",Cansino,712
"Friday, 29 October, 2021",Pfizer,136692
"Friday, 29 October, 2021",Sinopharm,494
"Friday, 29 October, 2021",Sinovac,6403
"Saturday, 30 October, 2021",AstraZeneca,4245
"Saturday, 30 October, 2021",Cansino,556
"Saturday, 30 October, 2021",Pfizer,70081
"Saturday, 30 October, 2021",Sinopharm,393
"Saturday, 30 October, 2021",Sinovac,5124
"Sunday, 31 October, 2021",AstraZeneca,5003
"Sunday, 31 October, 2021",Cansino,406
"Sunday, 31 October, 2021",Pfizer,58161
"Sunday, 31 October, 2021",Sinopharm,296
"Sunday, 31 October, 2021",Sinovac,3850
"Monday, 1 November, 2021",AstraZeneca,3587
"Monday, 1 November, 2021",Cansino,547
"Monday, 1 November, 2021",Pfizer,103188
"Monday, 1 November, 2021",Sinopharm,517
"Monday, 1 November, 2021",Sinovac,5273
"Tuesday, 2 November, 2021",AstraZeneca,2021
"Tuesday, 2 November, 2021",Cansino,786
"Tuesday, 2 November, 2021",Pfizer,118560
"Tuesday, 2 November, 2021",Sinopharm,501
"Tuesday, 2 November, 2021",Sinovac,5164
"Wednesday, 3 November, 2021",AstraZeneca,1266
"Wednesday, 3 November, 2021",Cansino,475
"Wednesday, 3 November, 2021",Pfizer,112450
"Wednesday, 3 November, 2021",Sinopharm,591
"Wednesday, 3 November, 2021",Sinovac,4984
"Thursday, 4 November, 2021",AstraZeneca,1570
"Thursday, 4 November, 2021",Cansino,242
"Thursday, 4 November, 2021",Pfizer,39371
"Thursday, 4 November, 2021",Sinopharm,397
"Thursday, 4 November, 2021",Sinovac,2753
"Friday, 5 November, 2021",AstraZeneca,2407
"Friday, 5 November, 2021",Cansino,175
"Friday, 5 November, 2021",Pfizer,78395
"Friday, 5 November, 2021",Sinopharm,449
"Friday, 5 November, 2021",Sinovac,5121
"Saturday, 6 November, 2021",AstraZeneca,2606
"Saturday, 6 November, 2021",Cansino,229
"Saturday, 6 November, 2021",Pfizer,37879
"Saturday, 6 November, 2021",Sinopharm,387
"Saturday, 6 November, 2021",Sinovac,3920
"Sunday, 7 November, 2021",AstraZeneca,1243
"Sunday, 7 November, 2021",Cansino,202
"Sunday, 7 November, 2021",Pfizer,36519
"Sunday, 7 November, 2021",Sinopharm,227
"Sunday, 7 November, 2021",Sinovac,3197
"Monday, 8 November, 2021",AstraZeneca,1064
"Monday, 8 November, 2021",Cansino,308
"Monday, 8 November, 2021",Pfizer,106191
"Monday, 8 November, 2021",Sinopharm,477
"Monday, 8 November, 2021",Sinovac,5150
"Tuesday, 9 November, 2021",AstraZeneca,753
"Tuesday, 9 November, 2021",Cansino,441
"Tuesday, 9 November, 2021",Pfizer,113768
"Tuesday, 9 November, 2021",Sinopharm,492
"Tuesday, 9 November, 2021",Sinovac,4383
"Wednesday, 10 November, 2021",AstraZeneca,862
"Wednesday, 10 November, 2021",Cansino,429
"Wednesday, 10 November, 2021",Pfizer,129576
"Wednesday, 10 November, 2021",Sinopharm,501
"Wednesday, 10 November, 2021",Sinovac,4921
"Thursday, 11 November, 2021",AstraZeneca,1850
"Thursday, 11 November, 2021",Cansino,627
"Thursday, 11 November, 2021",Pfizer,141039
"Thursday, 11 November, 2021",Sinopharm,544
"Thursday, 11 November, 2021",Sinovac,5517
"Friday, 12 November, 2021",AstraZeneca,1601
"Friday, 12 November, 2021",Cansino,305
"Friday, 12 November, 2021",Pfizer,111541
"Friday, 12 November, 2021",Sinopharm,730
"Friday, 12 November, 2021",Sinovac,5183
"Saturday, 13 November, 2021",AstraZeneca,790
"Saturday, 13 November, 2021",Cansino,392
"Saturday, 13 November, 2021",Pfizer,54172
"Saturday, 13 November, 2021",Sinopharm,404
"Saturday, 13 November, 2021",Sinovac,3956
"Sunday, 14 November, 2021",AstraZeneca,266
"Sunday, 14 November, 2021",Cansino,420
"Sunday, 14 November, 2021",Pfizer,42668
"Sunday, 14 November, 2021",Sinopharm,306
"Sunday, 14 November, 2021",Sinovac,3152
"Monday, 15 November, 2021",AstraZeneca,1044
"Monday, 15 November, 2021",Cansino,541
"Monday, 15 November, 2021",Pfizer,99657
"Monday, 15 November, 2021",Sinopharm,406
"Monday, 15 November, 2021",Sinovac,5029
"Tuesday, 16 November, 2021",AstraZeneca,1739
"Tuesday, 16 November, 2021",Cansino,502
"Tuesday, 16 November, 2021",Pfizer,117788
"Tuesday, 16 November, 2021",Sinopharm,451
"Tuesday, 16 November, 2021",Sinovac,5060
"Wednesday, 17 November, 2021",AstraZeneca,832
"Wednesday, 17 November, 2021",Cansino,253
"Wednesday, 17 November, 2021",Pfizer,116144
"Wednesday, 17 November, 2021",Sinopharm,658
"Wednesday, 17 November, 2021",Sinovac,5016
"Thursday, 18 November, 2021",AstraZeneca,540
"Thursday, 18 November, 2021",Cansino,373
"Thursday, 18 November, 2021",Pfizer,121948
"Thursday, 18 November, 2021",Sinopharm,489
"Thursday, 18 November, 2021",Sinovac,5344
"Friday, 19 November, 2021",AstraZeneca,304
"Friday, 19 November, 2021",Cansino,485
"Friday, 19 November, 2021",Pfizer,102511
"Friday, 19 November, 2021",Sinopharm,520
"Friday, 19 November, 2021",Sinovac,5493
"Saturday, 20 November, 2021",AstraZeneca,673
"Saturday, 20 November, 2021",Cansino,176
"Saturday, 20 November, 2021",Pfizer,43029
"Saturday, 20 November, 2021",Sinopharm,330
"Saturday, 20 November, 2021",Sinovac,4368
"Sunday, 21 November, 2021",AstraZeneca,408
"Sunday, 21 November, 2021",Cansino,67
"Sunday, 21 November, 2021",Pfizer,35067
"Sunday, 21 November, 2021",Sinopharm,280
"Sunday, 21 November, 2021",Sinovac,3463
"Monday, 22 November, 2021",AstraZeneca,576
"Monday, 22 November, 2021",Cansino,34
"Monday, 22 November, 2021",Pfizer,106539
"Monday, 22 November, 2021",Sinopharm,556
"Monday, 22 November, 2021",Sinovac,5541
"Tuesday, 23 November, 2021",AstraZeneca,375
"Tuesday, 23 November, 2021",Cansino,67
"Tuesday, 23 November, 2021",Pfizer,133796
"Tuesday, 23 November, 2021",Sinopharm,448
"Tuesday, 23 November, 2021",Sinovac,5661
"Wednesday, 24 November, 2021",AstraZeneca,388
"Wednesday, 24 November, 2021",Cansino,58
"Wednesday, 24 November, 2021",Pfizer,135401
"Wednesday, 24 November, 2021",Sinopharm,568
"Wednesday, 24 November, 2021",Sinovac,7126
"Thursday, 25 November, 2021",AstraZeneca,1282
"Thursday, 25 November, 2021",Cansino,121
"Thursday, 25 November, 2021",Pfizer,135694
"Thursday, 25 November, 2021",Sinopharm,455
"Thursday, 25 November, 2021",Sinovac,6575
"Friday, 26 November, 2021",AstraZeneca,583
"Friday, 26 November, 2021",Cansino,54
"Friday, 26 November, 2021",Pfizer,108093
"Friday, 26 November, 2021",Sinopharm,448
"Friday, 26 November, 2021",Sinovac,7553
"Saturday, 27 November, 2021",AstraZeneca,248
"Saturday, 27 November, 2021",Cansino,25
"Saturday, 27 November, 2021",Pfizer,47871
"Saturday, 27 November, 2021",Sinopharm,374
"Saturday, 27 November, 2021",Sinovac,8448
"Sunday, 28 November, 2021",AstraZeneca,228
"Sunday, 28 November, 2021",Cansino,229
"Sunday, 28 November, 2021",Pfizer,38319
"Sunday, 28 November, 2021",Sinopharm,310
"Sunday, 28 November, 2021",Sinovac,4870
"Monday, 29 November, 2021",AstraZeneca,719
"Monday, 29 November, 2021",Cansino,149
"Monday, 29 November, 2021",Pfizer,102520
"Monday, 29 November, 2021",Sinopharm,397
"Monday, 29 November, 2021",Sinovac,8839
"Tuesday, 30 November, 2021",AstraZeneca,462
"Tuesday, 30 November, 2021",Cansino,571
"Tuesday, 30 November, 2021",Pfizer,128497
"Tuesday, 30 November, 2021",Sinopharm,427
"Tuesday, 30 November, 2021",Sinovac,9682
"Wednesday, 1 December, 2021",AstraZeneca,655
"Wednesday, 1 December, 2021",Cansino,840
"Wednesday, 1 December, 2021",Pfizer,130812
"Wednesday, 1 December, 2021",Sinopharm,402
"Wednesday, 1 December, 2021",Sinovac,14658
"Thursday, 2 December, 2021",AstraZeneca,504
"Thursday, 2 December, 2021",Cansino,248
"Thursday, 2 December, 2021",Pfizer,136487
"Thursday, 2 December, 2021",Sinopharm,445
"Thursday, 2 December, 2021",Sinovac,17640
"Friday, 3 December, 2021",AstraZeneca,296
"Friday, 3 December, 2021",Cansino,184
"Friday, 3 December, 2021",Pfizer,109918
"Friday, 3 December, 2021",Sinopharm,656
"Friday, 3 December, 2021",Sinovac,18898
"Saturday, 4 December, 2021",AstraZeneca,959
"Saturday, 4 December, 2021",Cansino,443
"Saturday, 4 December, 2021",Pfizer,54427
"Saturday, 4 December, 2021",Sinopharm,413
"Saturday, 4 December, 2021",Sinovac,16078
"Sunday, 5 December, 2021",AstraZeneca,809
"Sunday, 5 December, 2021",Cansino,422
"Sunday, 5 December, 2021",Pfizer,45366
"Sunday, 5 December, 2021",Sinopharm,319
"Sunday, 5 December, 2021",Sinovac,10590
"Monday, 6 December, 2021",AstraZeneca,890
"Monday, 6 December, 2021",Cansino,563
"Monday, 6 December, 2021",Pfizer,79972
"Monday, 6 December, 2021",Sinopharm,486
"Monday, 6 December, 2021",Sinovac,20910
"Tuesday, 7 December, 2021",AstraZeneca,983
"Tuesday, 7 December, 2021",Cansino,357
"Tuesday, 7 December, 2021",Pfizer,104093
"Tuesday, 7 December, 2021",Sinopharm,416
"Tuesday, 7 December, 2021",Sinovac,24259
"Wednesday, 8 December, 2021",AstraZeneca,1370
"Wednesday, 8 December, 2021",Cansino,320
"Wednesday, 8 December, 2021",Pfizer,103279
"Wednesday, 8 December, 2021",Sinopharm,530
"Wednesday, 8 December, 2021",Sinovac,25462
"Thursday, 9 December, 2021",AstraZeneca,1169
"Thursday, 9 December, 2021",Cansino,474
"Thursday, 9 December, 2021",Pfizer,116166
"Thursday, 9 December, 2021",Sinopharm,446
"Thursday, 9 December, 2021",Sinovac,28409
"Friday, 10 December, 2021",AstraZeneca,1660
"Friday, 10 December, 2021",Cansino,335
"Friday, 10 December, 2021",Pfizer,100977
"Friday, 10 December, 2021",Sinopharm,383
"Friday, 10 December, 2021",Sinovac,25284
"Saturday, 11 December, 2021",AstraZeneca,582
"Saturday, 11 December, 2021",Cansino,110
"Saturday, 11 December, 2021",Pfizer,54449
"Saturday, 11 December, 2021",Sinopharm,206
"Saturday, 11 December, 2021",Sinovac,18847
"Sunday, 12 December, 2021",AstraZeneca,698
"Sunday, 12 December, 2021",Cansino,159
"Sunday, 12 December, 2021",Pfizer,53510
"Sunday, 12 December, 2021",Sinopharm,170
"Sunday, 12 December, 2021",Sinovac,15288
"Monday, 13 December, 2021",AstraZeneca,1722
"Monday, 13 December, 2021",Cansino,210
"Monday, 13 December, 2021",Pfizer,109537
"Monday, 13 December, 2021",Sinopharm,333
"Monday, 13 December, 2021",Sinovac,22350
"Tuesday, 14 December, 2021",AstraZeneca,1898
"Tuesday, 14 December, 2021",Cansino,279
"Tuesday, 14 December, 2021",Pfizer,140526
"Tuesday, 14 December, 2021",Sinopharm,272
"Tuesday, 14 December, 2021",Sinovac,23798
"Wednesday, 15 December, 2021",AstraZeneca,1545
"Wednesday, 15 December, 2021",Cansino,376
"Wednesday, 15 December, 2021",Pfizer,147351
"Wednesday, 15 December, 2021",Sinopharm,296
"Wednesday, 15 December, 2021",Sinovac,25363
"Thursday, 16 December, 2021",AstraZeneca,1874
"Thursday, 16 December, 2021",Cansino,263
"Thursday, 16 December, 2021",Pfizer,151988
"Thursday, 16 December, 2021",Sinopharm,371
"Thursday, 16 December, 2021",Sinovac,23116
"Friday, 17 December, 2021",AstraZeneca,1571
"Friday, 17 December, 2021",Cansino,202
"Friday, 17 December, 2021",Pfizer,139672
"Friday, 17 December, 2021",Sinopharm,329
"Friday, 17 December, 2021",Sinovac,23870
"Saturday, 18 December, 2021",AstraZeneca,1417
"Saturday, 18 December, 2021",Cansino,209
"Saturday, 18 December, 2021",Pfizer,58323
"Saturday, 18 December, 2021",Sinopharm,178
"Saturday, 18 December, 2021",Sinovac,13797
"Sunday, 19 December, 2021",AstraZeneca,2589
"Sunday, 19 December, 2021",Cansino,297
"Sunday, 19 December, 2021",Pfizer,65840
"Sunday, 19 December, 2021",Sinopharm,90
"Sunday, 19 December, 2021",Sinovac,12606
"Monday, 20 December, 2021",AstraZeneca,1722
"Monday, 20 December, 2021",Cansino,216
"Monday, 20 December, 2021",Pfizer,125522
"Monday, 20 December, 2021",Sinopharm,251
"Monday, 20 December, 2021",Sinovac,22686
"Tuesday, 21 December, 2021",AstraZeneca,2184
"Tuesday, 21 December, 2021",Cansino,177
"Tuesday, 21 December, 2021",Pfizer,149275
"Tuesday, 21 December, 2021",Sinopharm,205
"Tuesday, 21 December, 2021",Sinovac,20774
"Wednesday, 22 December, 2021",AstraZeneca,3296
"Wednesday, 22 December, 2021",Cansino,309
"Wednesday, 22 December, 2021",Pfizer,156188
"Wednesday, 22 December, 2021",Sinopharm,221
"Wednesday, 22 December, 2021",Sinovac,22058
"Thursday, 23 December, 2021",AstraZeneca,3483
"Thursday, 23 December, 2021",Cansino,204
"Thursday, 23 December, 2021",Pfizer,158326
"Thursday, 23 December, 2021",Sinopharm,228
"Thursday, 23 December, 2021",Sinovac,20479
"Friday, 24 December, 2021",AstraZeneca,2619
"Friday, 24 December, 2021",Cansino,105
"Friday, 24 December, 2021",Pfizer,124290
"Friday, 24 December, 2021",Sinopharm,180
"Friday, 24 December, 2021",Sinovac,17803
"Saturday, 25 December, 2021",AstraZeneca,1162
"Saturday, 25 December, 2021",Cansino,95
"Saturday, 25 December, 2021",Pfizer,21595
"Saturday, 25 December, 2021",Sinopharm,115
"Saturday, 25 December, 2021",Sinovac,3371
"Sunday, 26 December, 2021",AstraZeneca,2197
"Sunday, 26 December, 2021",Cansino,59
"Sunday, 26 December, 2021",Pfizer,54814
"Sunday, 26 December, 2021",Sinopharm,111
"Sunday, 26 December, 2021",Sinovac,8784
"Monday, 27 December, 2021",AstraZeneca,3115
"Monday, 27 December, 2021",Cansino,221
"Monday, 27 December, 2021",Pfizer,111011
"Monday, 27 December, 2021",Sinopharm,233
"Monday, 27 December, 2021",Sinovac,18854
"Tuesday, 28 December, 2021",AstraZeneca,9658
"Tuesday, 28 December, 2021",Cansino,214
"Tuesday, 28 December, 2021",Pfizer,127542
"Tuesday, 28 December, 2021",Sinopharm,227
"Tuesday, 28 December, 2021",Sinovac,20415
"Wednesday, 29 December, 2021",AstraZeneca,14345
"Wednesday, 29 December, 2021",Cansino,238
"Wednesday, 29 December, 2021",Pfizer,155988
"Wednesday, 29 December, 2021",Sinopharm,185
"Wednesday, 29 December, 2021",Sinovac,19877
"Thursday, 30 December, 2021",AstraZeneca,17923
"Thursday, 30 December, 2021",Cansino,174
"Thursday, 30 December, 2021",Pfizer,172276
"Thursday, 30 December, 2021",Sinopharm,200
"Thursday, 30 December, 2021",Sinovac,19975
"Friday, 31 December, 2021",AstraZeneca,16971
"Friday, 31 December, 2021",Cansino,287
"Friday, 31 December, 2021",Pfizer,152378
"Friday, 31 December, 2021",Sinopharm,159
"Friday, 31 December, 2021",Sinovac,16714
"Saturday, 1 January, 2022",AstraZeneca,11000
"Saturday, 1 January, 2022",Cansino,68
"Saturday, 1 January, 2022",Pfizer,28357
"Saturday, 1 January, 2022",Sinopharm,83
"Saturday, 1 January, 2022",Sinovac,2974
"Sunday, 2 January, 2022",AstraZeneca,12760
"Sunday, 2 January, 2022",Cansino,120
"Sunday, 2 January, 2022",Pfizer,75703
"Sunday, 2 January, 2022",Sinopharm,59
"Sunday, 2 January, 2022",Sinovac,8361
"Monday, 3 January, 2022",AstraZeneca,20837
"Monday, 3 January, 2022",Cansino,167
"Monday, 3 January, 2022",Pfizer,180462
"Monday, 3 January, 2022",Sinopharm,163
"Monday, 3 January, 2022",Sinovac,12916
"Tuesday, 4 January, 2022",AstraZeneca,20443
"Tuesday, 4 January, 2022",Cansino,315
"Tuesday, 4 January, 2022",Pfizer,213449
"Tuesday, 4 January, 2022",Sinopharm,136
"Tuesday, 4 January, 2022",Sinovac,12648
"Wednesday, 5 January, 2022",AstraZeneca,24779
"Wednesday, 5 January, 2022",Cansino,286
"Wednesday, 5 January, 2022",Pfizer,212689
"Wednesday, 5 January, 2022",Sinopharm,163
"Wednesday, 5 January, 2022",Sinovac,13009
"Thursday, 6 January, 2022",AstraZeneca,27506
"Thursday, 6 January, 2022",Cansino,271
"Thursday, 6 January, 2022",Pfizer,217601
"Thursday, 6 January, 2022",Sinopharm,232
"Thursday, 6 January, 2022",Sinovac,12779
"Friday, 7 January, 2022",AstraZeneca,28238
"Friday, 7 January, 2022",Cansino,191
"Friday, 7 January, 2022",Pfizer,180138
"Friday, 7 January, 2022",Sinopharm,204
"Friday, 7 January, 2022",Sinovac,13467
"Saturday, 8 January, 2022",AstraZeneca,23771
"Saturday, 8 January, 2022",Cansino,107
"Saturday, 8 January, 2022",Pfizer,94288
"Saturday, 8 January, 2022",Sinopharm,148
"Saturday, 8 January, 2022",Sinovac,9974
"Sunday, 9 January, 2022",AstraZeneca,23742
"Sunday, 9 January, 2022",Cansino,255
"Sunday, 9 January, 2022",Pfizer,81101
"Sunday, 9 January, 2022",Sinopharm,77
"Sunday, 9 January, 2022",Sinovac,7854
"Monday, 10 January, 2022",AstraZeneca,43916
"Monday, 10 January, 2022",Cansino,235
"Monday, 10 January, 2022",Pfizer,170176
"Monday, 10 January, 2022",Sinopharm,172
"Monday, 10 January, 2022",Sinovac,13956
"Tuesday, 11 January, 2022",AstraZeneca,46676
"Tuesday, 11 January, 2022",Cansino,85
"Tuesday, 11 January, 2022",Pfizer,199385
"Tuesday, 11 January, 2022",Sinopharm,143
"Tuesday, 11 January, 2022",Sinovac,12401
"Wednesday, 12 January, 2022",AstraZeneca,47743
"Wednesday, 12 January, 2022",Cansino,276
"Wednesday, 12 January, 2022",Pfizer,199971
"Wednesday, 12 January, 2022",Sinopharm,136
"Wednesday, 12 January, 2022",Sinovac,13176
"Thursday, 13 January, 2022",AstraZeneca,48775
"Thursday, 13 January, 2022",Cansino,209
"Thursday, 13 January, 2022",Pfizer,210810
"Thursday, 13 January, 2022",Sinopharm,128
"Thursday, 13 January, 2022",Sinovac,12652
"Friday, 14 January, 2022",AstraZeneca,50376
"Friday, 14 January, 2022",Cansino,444
"Friday, 14 January, 2022",Pfizer,175840
"Friday, 14 January, 2022",Sinopharm,91
"Friday, 14 January, 2022",Sinovac,13189
"Saturday, 15 January, 2022",AstraZeneca,58178
"Saturday, 15 January, 2022",Cansino,226
"Saturday, 15 January, 2022",Pfizer,103585
"Saturday, 15 January, 2022",Sinopharm,45
"Saturday, 15 January, 2022",Sinovac,8544
"Sunday, 16 January, 2022",AstraZeneca,58288
"Sunday, 16 January, 2022",Cansino,47
"Sunday, 16 January, 2022",Pfizer,84536
"Sunday, 16 January, 2022",Sinopharm,55
"Sunday, 16 January, 2022",Sinovac,7208
"Monday, 17 January, 2022",AstraZeneca,64695
"Monday, 17 January, 2022",Cansino,163
"Monday, 17 January, 2022",Pfizer,172037
"Monday, 17 January, 2022",Sinopharm,117
"Monday, 17 January, 2022",Sinovac,11208
"Tuesday, 18 January, 2022",AstraZeneca,35518
"Tuesday, 18 January, 2022",Cansino,110
"Tuesday, 18 January, 2022",Pfizer,91131
"Tuesday, 18 January, 2022",Sinopharm,81
"Tuesday, 18 January, 2022",Sinovac,6794
"Wednesday, 19 January, 2022",AstraZeneca,63847
"Wednesday, 19 January, 2022",Cansino,704
"Wednesday, 19 January, 2022",Pfizer,198048
"Wednesday, 19 January, 2022",Sinopharm,110
"Wednesday, 19 January, 2022",Sinovac,11138
"Thursday, 20 January, 2022",AstraZeneca,56340
"Thursday, 20 January, 2022",Cansino,171
"Thursday, 20 January, 2022",Pfizer,187739
"Thursday, 20 January, 2022",Sinopharm,76
"Thursday, 20 January, 2022",Sinovac,9102
"Friday, 21 January, 2022",AstraZeneca,47805
"Friday, 21 January, 2022",Cansino,369
"Friday, 21 January, 2022",Pfizer,147172
"Friday, 21 January, 2022",Sinopharm,33
"Friday, 21 January, 2022",Sinovac,6921
"Saturday, 22 January, 2022",AstraZeneca,48993
"Saturday, 22 January, 2022",Cansino,101
"Saturday, 22 January, 2022",Pfizer,105234
"Saturday, 22 January, 2022",Sinopharm,74
"Saturday, 22 January, 2022",Sinovac,6545
"Sunday, 23 January, 2022",AstraZeneca,45994
"Sunday, 23 January, 2022",Cansino,101
"Sunday, 23 January, 2022",Pfizer,83332
"Sunday, 23 January, 2022",Sinopharm,22
"Sunday, 23 January, 2022",Sinovac,4919
"Monday, 24 January, 2022",AstraZeneca,41782
"Monday, 24 January, 2022",Cansino,269
"Monday, 24 January, 2022",Pfizer,156891
"Monday, 24 January, 2022",Sinopharm,75
"Monday, 24 January, 2022",Sinovac,9199
"Tuesday, 25 January, 2022",AstraZeneca,44966
"Tuesday, 25 January, 2022",Cansino,106
"Tuesday, 25 January, 2022",Pfizer,164812
"Tuesday, 25 January, 2022",Sinopharm,63
"Tuesday, 25 January, 2022",Sinovac,8825
"Wednesday, 26 January, 2022",AstraZeneca,44724
"Wednesday, 26 January, 2022",Cansino,162
"Wednesday, 26 January, 2022",Pfizer,159430
"Wednesday, 26 January, 2022",Sinopharm,72
"Wednesday, 26 January, 2022",Sinovac,8935
"Thursday, 27 January, 2022",AstraZeneca,45141
"Thursday, 27 January, 2022",Cansino,248
"Thursday, 27 January, 2022",Pfizer,156316
"Thursday, 27 January, 2022",Sinopharm,54
"Thursday, 27 January, 2022",Sinovac,8071
"Friday, 28 January, 2022",AstraZeneca,41890
"Friday, 28 January, 2022",Cansino,403
"Friday, 28 January, 2022",Pfizer,132370
"Friday, 28 January, 2022",Sinopharm,69
"Friday, 28 January, 2022",Sinovac,8938
"Saturday, 29 January, 2022",AstraZeneca,27702
"Saturday, 29 January, 2022",Cansino,308
"Saturday, 29 January, 2022",Pfizer,67338
"Saturday, 29 January, 2022",Sinopharm,72
"Saturday, 29 January, 2022",Sinovac,5312
"Sunday, 30 January, 2022",AstraZeneca,24764
"Sunday, 30 January, 2022",Cansino,59
"Sunday, 30 January, 2022",Pfizer,54364
"Sunday, 30 January, 2022",Sinopharm,20
"Sunday, 30 January, 2022",Sinovac,3862
"Monday, 31 January, 2022",AstraZeneca,17951
"Monday, 31 January, 2022",Cansino,100
"Monday, 31 January, 2022",Pfizer,74381
"Monday, 31 January, 2022",Sinopharm,46
"Monday, 31 January, 2022",Sinovac,6573
"Tuesday, 1 February, 2022",AstraZeneca,7187
"Tuesday, 1 February, 2022",Cansino,33
"Tuesday, 1 February, 2022",Pfizer,21205
"Tuesday, 1 February, 2022",Sinopharm,26
"Tuesday, 1 February, 2022",Sinovac,933
"Wednesday, 2 February, 2022",AstraZeneca,6869
"Wednesday, 2 February, 2022",Cansino,85
"Wednesday, 2 February, 2022",Pfizer,22041
"Wednesday, 2 February, 2022",Sinopharm,31
"Wednesday, 2 February, 2022",Sinovac,1686
"Thursday, 3 February, 2022",AstraZeneca,16367
"Thursday, 3 February, 2022",Cansino,155
"Thursday, 3 February, 2022",Pfizer,79461
"Thursday, 3 February, 2022",Sinopharm,45
"Thursday, 3 February, 2022",Sinovac,7890
"Friday, 4 February, 2022",AstraZeneca,12332
"Friday, 4 February, 2022",Cansino,42
"Friday, 4 February, 2022",Pfizer,72802
"Friday, 4 February, 2022",Sinopharm,30
"Friday, 4 February, 2022",Sinovac,7627
"Saturday, 5 February, 2022",AstraZeneca,8310
"Saturday, 5 February, 2022",Cansino,110
"Saturday, 5 February, 2022",Pfizer,62261
"Saturday, 5 February, 2022",Sinopharm,28
"Saturday, 5 February, 2022",Sinovac,4796
"Sunday, 6 February, 2022",AstraZeneca,8315
"Sunday, 6 February, 2022",Cansino,62
"Sunday, 6 February, 2022",Pfizer,58922
"Sunday, 6 February, 2022",Sinopharm,27
"Sunday, 6 February, 2022",Sinovac,3725
"Monday, 7 February, 2022",AstraZeneca,14524
