date_raw,vax_type,count,percentage,date_full,date,month,year
9/9/2021,Dose 2,17168383,52.57167048,"Thursday, 9 September, 2021",9,9,2021
9/9/2021,Booster 1,36,0.000110236,"Thursday, 9 September, 2021",9,9,2021
9/9/2021,Booster 2,0,0,"Thursday, 9 September, 2021",9,9,2021
10/9/2021,Dose 1,21847535,66.89980127,"Friday, 10 September, 2021",10,9,2021
10/9/2021,Dose 2,17366612,53.17867171,"Friday, 10 September, 2021",10,9,2021
10/9/2021,Booster 1,40,0.000122485,"Friday, 10 September, 2021",10,9,2021
10/9/2021,Booster 2,0,0,"Friday, 10 September, 2021",10,9,2021
11/9/2021,Dose 1,21951805,67.21908865,"Saturday, 11 September, 2021",11,9,2021
11/9/2021,Dose 2,17556887,53.76131684,"Saturday, 11 September, 2021",11,9,2021
11/9/2021,Booster 1,86,0.000263342,"Saturday, 11 September, 2021",11,9,2021
11/9/2021,Booster 2,0,0,"Saturday, 11 September, 2021",11,9,2021
12/9/2021,Dose 1,22042324,67.49626881,"Sunday, 12 September, 2021",12,9,2021
12/9/2021,Dose 2,17723332,54.27099161,"Sunday, 12 September, 2021",12,9,2021
12/9/2021,Booster 1,181,0.000554244,"Sunday, 12 September, 2021",12,9,2021
12/9/2021,Booster 2,0,0,"Sunday, 12 September, 2021",12,9,2021
13/9/2021,Dose 1,22125086,67.74969608,"Monday, 13 September, 2021",13,9,2021
13/9/2021,Dose 2,17896939,54.80259729,"Monday, 13 September, 2021",13,9,2021
13/9/2021,Booster 1,183,0.000560368,"Monday, 13 September, 2021",13,9,2021
13/9/2021,Booster 2,0,0,"Monday, 13 September, 2021",13,9,2021
14/9/2021,Dose 1,22209237,68.00737665,"Tuesday, 14 September, 2021",14,9,2021
14/9/2021,Dose 2,18086945,55.3844187,"Tuesday, 14 September, 2021",14,9,2021
14/9/2021,Booster 1,186,0.000569555,"Tuesday, 14 September, 2021",14,9,2021
14/9/2021,Booster 2,0,0,"Tuesday, 14 September, 2021",14,9,2021
15/9/2021,Dose 1,22287714,68.24768274,"Wednesday, 15 September, 2021",15,9,2021
15/9/2021,Dose 2,18286653,55.99594881,"Wednesday, 15 September, 2021",15,9,2021
15/9/2021,Booster 1,192,0.000587927,"Wednesday, 15 September, 2021",15,9,2021
15/9/2021,Booster 2,0,0,"Wednesday, 15 September, 2021",15,9,2021
16/9/2021,Dose 1,22357265,68.46065634,"Thursday, 16 September, 2021",16,9,2021
16/9/2021,Dose 2,18441342,56.46962529,"Thursday, 16 September, 2021",16,9,2021
16/9/2021,Booster 1,193,0.000590989,"Thursday, 16 September, 2021",16,9,2021
16/9/2021,Booster 2,0,0,"Thursday, 16 September, 2021",16,9,2021
17/9/2021,Dose 1,22442020,68.72018642,"Friday, 17 September, 2021",17,9,2021
17/9/2021,Dose 2,18623907,57.02866146,"Friday, 17 September, 2021",17,9,2021
17/9/2021,Booster 1,199,0.000609362,"Friday, 17 September, 2021",17,9,2021
17/9/2021,Booster 2,0,0,"Friday, 17 September, 2021",17,9,2021
18/9/2021,Dose 1,22525701,68.97642779,"Saturday, 18 September, 2021",18,9,2021
18/9/2021,Dose 2,18800344,57.56893294,"Saturday, 18 September, 2021",18,9,2021
18/9/2021,Booster 1,200,0.000612424,"Saturday, 18 September, 2021",18,9,2021
18/9/2021,Booster 2,0,0,"Saturday, 18 September, 2021",18,9,2021
19/9/2021,Dose 1,22595500,69.19016079,"Sunday, 19 September, 2021",19,9,2021
19/9/2021,Dose 2,18972927,58.09740302,"Sunday, 19 September, 2021",19,9,2021
19/9/2021,Booster 1,201,0.000615486,"Sunday, 19 September, 2021",19,9,2021
19/9/2021,Booster 2,0,0,"Sunday, 19 September, 2021",19,9,2021
20/9/2021,Dose 1,22699629,69.50901642,"Monday, 20 September, 2021",20,9,2021
20/9/2021,Dose 2,19184451,58.74511515,"Monday, 20 September, 2021",20,9,2021
20/9/2021,Booster 1,203,0.000621611,"Monday, 20 September, 2021",20,9,2021
20/9/2021,Booster 2,0,0,"Monday, 20 September, 2021",20,9,2021
21/9/2021,Dose 1,22831011,69.91132403,"Tuesday, 21 September, 2021",21,9,2021
21/9/2021,Dose 2,19333017,59.20004226,"Tuesday, 21 September, 2021",21,9,2021
21/9/2021,Booster 1,208,0.000636921,"Tuesday, 21 September, 2021",21,9,2021
21/9/2021,Booster 2,0,0,"Tuesday, 21 September, 2021",21,9,2021
22/9/2021,Dose 1,22963040,70.31561284,"Wednesday, 22 September, 2021",22,9,2021
22/9/2021,Dose 2,19547909,59.85806762,"Wednesday, 22 September, 2021",22,9,2021
22/9/2021,Booster 1,211,0.000646108,"Wednesday, 22 September, 2021",22,9,2021
22/9/2021,Booster 2,0,0,"Wednesday, 22 September, 2021",22,9,2021
23/9/2021,Dose 1,23104534,70.74888462,"Thursday, 23 September, 2021",23,9,2021
23/9/2021,Dose 2,19757074,60.49855621,"Thursday, 23 September, 2021",23,9,2021
23/9/2021,Booster 1,213,0.000652232,"Thursday, 23 September, 2021",23,9,2021
23/9/2021,Booster 2,0,0,"Thursday, 23 September, 2021",23,9,2021
24/9/2021,Dose 1,23229362,71.13112309,"Friday, 24 September, 2021",24,9,2021
24/9/2021,Dose 2,19926088,61.01609757,"Friday, 24 September, 2021",24,9,2021
24/9/2021,Booster 1,215,0.000658356,"Friday, 24 September, 2021",24,9,2021
24/9/2021,Booster 2,0,0,"Friday, 24 September, 2021",24,9,2021
25/9/2021,Dose 1,23351919,71.50640749,"Saturday, 25 September, 2021",25,9,2021
25/9/2021,Dose 2,20084585,61.5014346,"Saturday, 25 September, 2021",25,9,2021
25/9/2021,Booster 1,220,0.000673667,"Saturday, 25 September, 2021",25,9,2021
25/9/2021,Booster 2,0,0,"Saturday, 25 September, 2021",25,9,2021
26/9/2021,Dose 1,23474945,71.88312802,"Sunday, 26 September, 2021",26,9,2021
26/9/2021,Dose 2,20247304,61.99969991,"Sunday, 26 September, 2021",26,9,2021
26/9/2021,Booster 1,227,0.000695102,"Sunday, 26 September, 2021",26,9,2021
26/9/2021,Booster 2,0,0,"Sunday, 26 September, 2021",26,9,2021
27/9/2021,Dose 1,23652238,72.42602068,"Monday, 27 September, 2021",27,9,2021
27/9/2021,Dose 2,20409540,62.49648622,"Monday, 27 September, 2021",27,9,2021
27/9/2021,Booster 1,232,0.000710412,"Monday, 27 September, 2021",27,9,2021
27/9/2021,Booster 2,0,0,"Monday, 27 September, 2021",27,9,2021
28/9/2021,Dose 1,23828820,72.96673618,"Tuesday, 28 September, 2021",28,9,2021
28/9/2021,Dose 2,20580349,63.01952409,"Tuesday, 28 September, 2021",28,9,2021
28/9/2021,Booster 1,241,0.000737971,"Tuesday, 28 September, 2021",28,9,2021
28/9/2021,Booster 2,0,0,"Tuesday, 28 September, 2021",28,9,2021
29/9/2021,Dose 1,24027520,73.57517967,"Wednesday, 29 September, 2021",29,9,2021
29/9/2021,Dose 2,20739115,63.50568483,"Wednesday, 29 September, 2021",29,9,2021
29/9/2021,Booster 1,247,0.000756344,"Wednesday, 29 September, 2021",29,9,2021
29/9/2021,Booster 2,0,0,"Wednesday, 29 September, 2021",29,9,2021
30/9/2021,Dose 1,24202990,74.11249009,"Thursday, 30 September, 2021",30,9,2021
30/9/2021,Dose 2,20911659,64.03403548,"Thursday, 30 September, 2021",30,9,2021
30/9/2021,Booster 1,264,0.0008084,"Thursday, 30 September, 2021",30,9,2021
30/9/2021,Booster 2,0,0,"Thursday, 30 September, 2021",30,9,2021
1/10/2021,Dose 1,24310447,74.44153645,"Friday, 1 October, 2021",1,10,2021
1/10/2021,Dose 2,21055251,64.47373159,"Friday, 1 October, 2021",1,10,2021
1/10/2021,Booster 1,285,0.000872705,"Friday, 1 October, 2021",1,10,2021
1/10/2021,Booster 2,0,0,"Friday, 1 October, 2021",1,10,2021
2/10/2021,Dose 1,24405099,74.73137235,"Saturday, 2 October, 2021",2,10,2021
2/10/2021,Dose 2,21186644,64.87607289,"Saturday, 2 October, 2021",2,10,2021
2/10/2021,Booster 1,291,0.000891077,"Saturday, 2 October, 2021",2,10,2021
2/10/2021,Booster 2,0,0,"Saturday, 2 October, 2021",2,10,2021
3/10/2021,Dose 1,24505267,75.03809891,"Sunday, 3 October, 2021",3,10,2021
3/10/2021,Dose 2,21305668,65.24053881,"Sunday, 3 October, 2021",3,10,2021
3/10/2021,Booster 1,298,0.000912512,"Sunday, 3 October, 2021",3,10,2021
3/10/2021,Booster 2,0,0,"Sunday, 3 October, 2021",3,10,2021
4/10/2021,Dose 1,24636988,75.44144459,"Monday, 4 October, 2021",4,10,2021
4/10/2021,Dose 2,21412477,65.56760092,"Monday, 4 October, 2021",4,10,2021
4/10/2021,Booster 1,420,0.001286091,"Monday, 4 October, 2021",4,10,2021
4/10/2021,Booster 2,0,0,"Monday, 4 October, 2021",4,10,2021
5/10/2021,Dose 1,24765270,75.83425963,"Tuesday, 5 October, 2021",5,10,2021
5/10/2021,Dose 2,21521501,65.90144563,"Tuesday, 5 October, 2021",5,10,2021
5/10/2021,Booster 1,527,0.001613738,"Tuesday, 5 October, 2021",5,10,2021
5/10/2021,Booster 2,0,0,"Tuesday, 5 October, 2021",5,10,2021
6/10/2021,Dose 1,24883519,76.1963524,"Wednesday, 6 October, 2021",6,10,2021
6/10/2021,Dose 2,21625679,66.2204513,"Wednesday, 6 October, 2021",6,10,2021
6/10/2021,Booster 1,568,0.001739285,"Wednesday, 6 October, 2021",6,10,2021
6/10/2021,Booster 2,0,0,"Wednesday, 6 October, 2021",6,10,2021
7/10/2021,Dose 1,24995810,76.54020106,"Thursday, 7 October, 2021",7,10,2021
7/10/2021,Dose 2,21720972,66.51225002,"Thursday, 7 October, 2021",7,10,2021
7/10/2021,Booster 1,635,0.001944447,"Thursday, 7 October, 2021",7,10,2021
7/10/2021,Booster 2,0,0,"Thursday, 7 October, 2021",7,10,2021
8/10/2021,Dose 1,25073612,76.77844022,"Friday, 8 October, 2021",8,10,2021
8/10/2021,Dose 2,21829283,66.84391143,"Friday, 8 October, 2021",8,10,2021
8/10/2021,Booster 1,1248,0.003821527,"Friday, 8 October, 2021",8,10,2021
8/10/2021,Booster 2,0,0,"Friday, 8 October, 2021",8,10,2021
9/10/2021,Dose 1,25116212,76.90888658,"Saturday, 9 October, 2021",9,10,2021
9/10/2021,Dose 2,21940140,67.18336901,"Saturday, 9 October, 2021",9,10,2021
9/10/2021,Booster 1,1270,0.003888894,"Saturday, 9 October, 2021",9,10,2021
9/10/2021,Booster 2,0,0,"Saturday, 9 October, 2021",9,10,2021
10/10/2021,Dose 1,25150180,77.01290072,"Sunday, 10 October, 2021",10,10,2021
10/10/2021,Dose 2,22044551,67.50308815,"Sunday, 10 October, 2021",10,10,2021
10/10/2021,Booster 1,1275,0.003904205,"Sunday, 10 October, 2021",10,10,2021
10/10/2021,Booster 2,0,0,"Sunday, 10 October, 2021",10,10,2021
11/10/2021,Dose 1,25206271,77.18465816,"Monday, 11 October, 2021",11,10,2021
11/10/2021,Dose 2,22187030,67.93937612,"Monday, 11 October, 2021",11,10,2021
11/10/2021,Booster 1,1317,0.004032814,"Monday, 11 October, 2021",11,10,2021
11/10/2021,Booster 2,0,0,"Monday, 11 October, 2021",11,10,2021
12/10/2021,Dose 1,25265520,77.36608578,"Tuesday, 12 October, 2021",12,10,2021
12/10/2021,Dose 2,22347223,68.42990651,"Tuesday, 12 October, 2021",12,10,2021
12/10/2021,Booster 1,1512,0.004629927,"Tuesday, 12 October, 2021",12,10,2021
12/10/2021,Booster 2,0,0,"Tuesday, 12 October, 2021",12,10,2021
13/10/2021,Dose 1,25320324,77.53390228,"Wednesday, 13 October, 2021",13,10,2021
13/10/2021,Dose 2,22509873,68.92796054,"Wednesday, 13 October, 2021",13,10,2021
13/10/2021,Booster 1,3732,0.011427837,"Wednesday, 13 October, 2021",13,10,2021
13/10/2021,Booster 2,0,0,"Wednesday, 13 October, 2021",13,10,2021
14/10/2021,Dose 1,25364809,77.67012074,"Thursday, 14 October, 2021",14,10,2021
14/10/2021,Dose 2,22681263,69.4527775,"Thursday, 14 October, 2021",14,10,2021
14/10/2021,Booster 1,7063,0.021627762,"Thursday, 14 October, 2021",14,10,2021
14/10/2021,Booster 2,0,0,"Thursday, 14 October, 2021",14,10,2021
15/10/2021,Dose 1,25404019,77.79018651,"Friday, 15 October, 2021",15,10,2021
15/10/2021,Dose 2,22819742,69.87681699,"Friday, 15 October, 2021",15,10,2021
15/10/2021,Booster 1,17473,0.053504445,"Friday, 15 October, 2021",15,10,2021
15/10/2021,Booster 2,0,0,"Friday, 15 October, 2021",15,10,2021
16/10/2021,Dose 1,25421190,77.8427662,"Saturday, 16 October, 2021",16,10,2021
16/10/2021,Dose 2,22938029,70.23902612,"Saturday, 16 October, 2021",16,10,2021
16/10/2021,Booster 1,21100,0.064610758,"Saturday, 16 October, 2021",16,10,2021
16/10/2021,Booster 2,1,3.06E-06,"Saturday, 16 October, 2021",16,10,2021
17/10/2021,Dose 1,25439489,77.89879996,"Sunday, 17 October, 2021",17,10,2021
17/10/2021,Dose 2,23061044,70.61571297,"Sunday, 17 October, 2021",17,10,2021
17/10/2021,Booster 1,23832,0.072976474,"Sunday, 17 October, 2021",17,10,2021
17/10/2021,Booster 2,1,3.06E-06,"Sunday, 17 October, 2021",17,10,2021
18/10/2021,Dose 1,25473867,78.00406956,"Monday, 18 October, 2021",18,10,2021
18/10/2021,Dose 2,23236053,71.15161175,"Monday, 18 October, 2021",18,10,2021
18/10/2021,Booster 1,33060,0.101233729,"Monday, 18 October, 2021",18,10,2021
18/10/2021,Booster 2,1,3.06E-06,"Monday, 18 October, 2021",18,10,2021
19/10/2021,Dose 1,25490067,78.05367592,"Tuesday, 19 October, 2021",19,10,2021
19/10/2021,Dose 2,23359580,71.5298664,"Tuesday, 19 October, 2021",19,10,2021
19/10/2021,Booster 1,34472,0.105557444,"Tuesday, 19 October, 2021",19,10,2021
19/10/2021,Booster 2,2,6.12E-06,"Tuesday, 19 October, 2021",19,10,2021
20/10/2021,Dose 1,25522496,78.15297745,"Wednesday, 20 October, 2021",20,10,2021
20/10/2021,Dose 2,23580484,72.20630123,"Wednesday, 20 October, 2021",20,10,2021
20/10/2021,Booster 1,51805,0.158633192,"Wednesday, 20 October, 2021",20,10,2021
20/10/2021,Booster 2,3,9.19E-06,"Wednesday, 20 October, 2021",20,10,2021
21/10/2021,Dose 1,25556853,78.25818275,"Thursday, 21 October, 2021",21,10,2021
21/10/2021,Dose 2,23775123,72.80230945,"Thursday, 21 October, 2021",21,10,2021
21/10/2021,Booster 1,72385,0.221651647,"Thursday, 21 October, 2021",21,10,2021
21/10/2021,Booster 2,3,9.19E-06,"Thursday, 21 October, 2021",21,10,2021
22/10/2021,Dose 1,25587019,78.3505547,"Friday, 22 October, 2021",22,10,2021
22/10/2021,Dose 2,23895310,73.17033662,"Friday, 22 October, 2021",22,10,2021
22/10/2021,Booster 1,91271,0.279482869,"Friday, 22 October, 2021",22,10,2021
22/10/2021,Booster 2,3,9.19E-06,"Friday, 22 October, 2021",22,10,2021
23/10/2021,Dose 1,25599602,78.38908538,"Saturday, 23 October, 2021",23,10,2021
23/10/2021,Dose 2,23996194,73.47925566,"Saturday, 23 October, 2021",23,10,2021
23/10/2021,Booster 1,99657,0.305161818,"Saturday, 23 October, 2021",23,10,2021
23/10/2021,Booster 2,4,1.22E-05,"Saturday, 23 October, 2021",23,10,2021
24/10/2021,Dose 1,25611970,78.42695769,"Sunday, 24 October, 2021",24,10,2021
24/10/2021,Dose 2,24108273,73.82245515,"Sunday, 24 October, 2021",24,10,2021
24/10/2021,Booster 1,108282,0.331572614,"Sunday, 24 October, 2021",24,10,2021
24/10/2021,Booster 2,5,1.53E-05,"Sunday, 24 October, 2021",24,10,2021
25/10/2021,Dose 1,25637385,78.5047815,"Monday, 25 October, 2021",25,10,2021
25/10/2021,Dose 2,24255191,74.27233588,"Monday, 25 October, 2021",25,10,2021
25/10/2021,Booster 1,130626,0.399992651,"Monday, 25 October, 2021",25,10,2021
25/10/2021,Booster 2,7,2.14E-05,"Monday, 25 October, 2021",25,10,2021
26/10/2021,Dose 1,25663722,78.58542859,"Tuesday, 26 October, 2021",26,10,2021
26/10/2021,Dose 2,24397183,74.7071326,"Tuesday, 26 October, 2021",26,10,2021
26/10/2021,Booster 1,153405,0.469744711,"Tuesday, 26 October, 2021",26,10,2021
26/10/2021,Booster 2,11,3.37E-05,"Tuesday, 26 October, 2021",26,10,2021
27/10/2021,Dose 1,25684768,78.64987399,"Wednesday, 27 October, 2021",27,10,2021
27/10/2021,Dose 2,24525844,75.10110818,"Wednesday, 27 October, 2021",27,10,2021
27/10/2021,Booster 1,181696,0.556375183,"Wednesday, 27 October, 2021",27,10,2021
27/10/2021,Booster 2,20,6.12E-05,"Wednesday, 27 October, 2021",27,10,2021
28/10/2021,Dose 1,25705915,78.71462867,"Thursday, 28 October, 2021",28,10,2021
28/10/2021,Dose 2,24646819,75.4715483,"Thursday, 28 October, 2021",28,10,2021
28/10/2021,Booster 1,234838,0.719102431,"Thursday, 28 October, 2021",28,10,2021
28/10/2021,Booster 2,609,0.001864832,"Thursday, 28 October, 2021",28,10,2021
29/10/2021,Dose 1,25722238,78.76461168,"Friday, 29 October, 2021",29,10,2021
29/10/2021,Dose 2,24731411,75.73057926,"Friday, 29 October, 2021",29,10,2021
29/10/2021,Booster 1,280620,0.859292466,"Friday, 29 October, 2021",29,10,2021
29/10/2021,Booster 2,897,0.002746723,"Friday, 29 October, 2021",29,10,2021
30/10/2021,Dose 1,25729996,78.78836761,"Saturday, 30 October, 2021",30,10,2021
30/10/2021,Dose 2,24783396,75.88976364,"Saturday, 30 October, 2021",30,10,2021
30/10/2021,Booster 1,301747,0.923985902,"Saturday, 30 October, 2021",30,10,2021
30/10/2021,Booster 2,1004,0.00307437,"Saturday, 30 October, 2021",30,10,2021
31/10/2021,Dose 1,25736959,78.80968916,"Sunday, 31 October, 2021",31,10,2021
31/10/2021,Dose 2,24827498,76.02480931,"Sunday, 31 October, 2021",31,10,2021
31/10/2021,Booster 1,318743,0.976029715,"Sunday, 31 October, 2021",31,10,2021
31/10/2021,Booster 2,1082,0.003313215,"Sunday, 31 October, 2021",31,10,2021
1/11/2021,Dose 1,25747238,78.84116471,"Monday, 1 November, 2021",1,11,2021
1/11/2021,Dose 2,24885967,76.20384847,"Monday, 1 November, 2021",1,11,2021
1/11/2021,Booster 1,363454,1.112940218,"Monday, 1 November, 2021",1,11,2021
1/11/2021,Booster 2,1306,0.00399913,"Monday, 1 November, 2021",1,11,2021
2/11/2021,Dose 1,25757702,78.87320675,"Tuesday, 2 November, 2021",2,11,2021
2/11/2021,Dose 2,24945176,76.38515361,"Tuesday, 2 November, 2021",2,11,2021
2/11/2021,Booster 1,421336,1.290181921,"Tuesday, 2 November, 2021",2,11,2021
2/11/2021,Booster 2,1610,0.004930015,"Tuesday, 2 November, 2021",2,11,2021
3/11/2021,Dose 1,25766850,78.90121903,"Wednesday, 3 November, 2021",3,11,2021
3/11/2021,Dose 2,24990395,76.52361967,"Wednesday, 3 November, 2021",3,11,2021
3/11/2021,Booster 1,486988,1.491216305,"Wednesday, 3 November, 2021",3,11,2021
3/11/2021,Booster 2,1876,0.005744539,"Wednesday, 3 November, 2021",3,11,2021
4/11/2021,Dose 1,25770216,78.91152613,"Thursday, 4 November, 2021",4,11,2021
4/11/2021,Dose 2,25010104,76.58397102,"Thursday, 4 November, 2021",4,11,2021
4/11/2021,Booster 1,508419,1.556840626,"Thursday, 4 November, 2021",4,11,2021
4/11/2021,Booster 2,1953,0.005980323,"Thursday, 4 November, 2021",4,11,2021
5/11/2021,Dose 1,25776294,78.9301377,"Friday, 5 November, 2021",5,11,2021
5/11/2021,Dose 2,25042146,76.68208751,"Friday, 5 November, 2021",5,11,2021
5/11/2021,Booster 1,556881,1.705237146,"Friday, 5 November, 2021",5,11,2021
5/11/2021,Booster 2,2116,0.006479449,"Friday, 5 November, 2021",5,11,2021
6/11/2021,Dose 1,25781545,78.9462169,"Saturday, 6 November, 2021",6,11,2021
6/11/2021,Dose 2,25056223,76.72519299,"Saturday, 6 November, 2021",6,11,2021
6/11/2021,Booster 1,582690,1.784267433,"Saturday, 6 November, 2021",6,11,2021
6/11/2021,Booster 2,2240,0.006859152,"Saturday, 6 November, 2021",6,11,2021
7/11/2021,Dose 1,25785493,78.95830616,"Sunday, 7 November, 2021",7,11,2021
7/11/2021,Dose 2,25071095,76.77073286,"Sunday, 7 November, 2021",7,11,2021
7/11/2021,Booster 1,605408,1.853832704,"Sunday, 7 November, 2021",7,11,2021
7/11/2021,Booster 2,2308,0.007067376,"Sunday, 7 November, 2021",7,11,2021
8/11/2021,Dose 1,25792495,78.97974713,"Monday, 8 November, 2021",8,11,2021
8/11/2021,Dose 2,25117082,76.91155063,"Monday, 8 November, 2021",8,11,2021
8/11/2021,Booster 1,665717,2.038506175,"Monday, 8 November, 2021",8,11,2021
8/11/2021,Booster 2,2537,0.007768602,"Monday, 8 November, 2021",8,11,2021
9/11/2021,Dose 1,25801293,79.00668767,"Tuesday, 9 November, 2021",9,11,2021
9/11/2021,Dose 2,25149029,77.00937622,"Tuesday, 9 November, 2021",9,11,2021
9/11/2021,Booster 1,744963,2.281167036,"Tuesday, 9 November, 2021",9,11,2021
9/11/2021,Booster 2,2869,0.008785226,"Tuesday, 9 November, 2021",9,11,2021
10/11/2021,Dose 1,25809960,79.03322708,"Wednesday, 10 November, 2021",10,11,2021
10/11/2021,Dose 2,25189171,77.13229589,"Wednesday, 10 November, 2021",10,11,2021
10/11/2021,Booster 1,832584,2.549473162,"Wednesday, 10 November, 2021",10,11,2021
10/11/2021,Booster 2,3174,0.009719173,"Wednesday, 10 November, 2021",10,11,2021
11/11/2021,Dose 1,25819612,79.06278267,"Thursday, 11 November, 2021",11,11,2021
11/11/2021,Dose 2,25234629,77.2714938,"Thursday, 11 November, 2021",11,11,2021
11/11/2021,Booster 1,927392,2.839786754,"Thursday, 11 November, 2021",11,11,2021
11/11/2021,Booster 2,3498,0.0107113,"Thursday, 11 November, 2021",11,11,2021
12/11/2021,Dose 1,25827674,79.08746949,"Friday, 12 November, 2021",12,11,2021
12/11/2021,Dose 2,25269769,77.37909674,"Friday, 12 November, 2021",12,11,2021
12/11/2021,Booster 1,1003601,3.073147953,"Friday, 12 November, 2021",12,11,2021
12/11/2021,Booster 2,3763,0.011522762,"Friday, 12 November, 2021",12,11,2021
13/11/2021,Dose 1,25831794,79.10008543,"Saturday, 13 November, 2021",13,11,2021
13/11/2021,Dose 2,25286474,77.43024947,"Saturday, 13 November, 2021",13,11,2021
13/11/2021,Booster 1,1042706,3.192892204,"Saturday, 13 November, 2021",13,11,2021
13/11/2021,Booster 2,3947,0.012086193,"Saturday, 13 November, 2021",13,11,2021
14/11/2021,Dose 1,25835805,79.1123676,"Sunday, 14 November, 2021",14,11,2021
14/11/2021,Dose 2,25298078,77.46578233,"Sunday, 14 November, 2021",14,11,2021
14/11/2021,Booster 1,1074252,3.289489881,"Sunday, 14 November, 2021",14,11,2021
14/11/2021,Booster 2,4022,0.012315852,"Sunday, 14 November, 2021",14,11,2021
15/11/2021,Dose 1,25842597,79.13316553,"Monday, 15 November, 2021",15,11,2021
15/11/2021,Dose 2,25325870,77.5508848,"Monday, 15 November, 2021",15,11,2021
15/11/2021,Booster 1,1146705,3.511349752,"Monday, 15 November, 2021",15,11,2021
15/11/2021,Booster 2,4320,0.013228364,"Monday, 15 November, 2021",15,11,2021
16/11/2021,Dose 1,25850059,79.15601508,"Tuesday, 16 November, 2021",16,11,2021
16/11/2021,Dose 2,25352811,77.63338141,"Tuesday, 16 November, 2021",16,11,2021
16/11/2021,Booster 1,1237977,3.790835684,"Tuesday, 16 November, 2021",16,11,2021
16/11/2021,Booster 2,4705,0.01440728,"Tuesday, 16 November, 2021",16,11,2021
17/11/2021,Dose 1,25856802,79.17666296,"Wednesday, 17 November, 2021",17,11,2021
17/11/2021,Dose 2,25374390,77.69945892,"Wednesday, 17 November, 2021",17,11,2021
17/11/2021,Booster 1,1332518,4.080331689,"Wednesday, 17 November, 2021",17,11,2021
17/11/2021,Booster 2,5015,0.015356538,"Wednesday, 17 November, 2021",17,11,2021
18/11/2021,Dose 1,25864577,79.20047095,"Thursday, 18 November, 2021",18,11,2021
18/11/2021,Dose 2,25396192,77.76621929,"Thursday, 18 November, 2021",18,11,2021
18/11/2021,Booster 1,1431723,4.384109428,"Thursday, 18 November, 2021",18,11,2021
18/11/2021,Booster 2,5333,0.016330293,"Thursday, 18 November, 2021",18,11,2021
19/11/2021,Dose 1,25871961,79.22308166,"Friday, 19 November, 2021",19,11,2021
19/11/2021,Dose 2,25414220,77.82142321,"Friday, 19 November, 2021",19,11,2021
19/11/2021,Booster 1,1515818,4.641618515,"Friday, 19 November, 2021",19,11,2021
19/11/2021,Booster 2,5640,0.017270364,"Friday, 19 November, 2021",19,11,2021
20/11/2021,Dose 1,25875340,79.23342857,"Saturday, 20 November, 2021",20,11,2021
20/11/2021,Dose 2,25420995,77.84216908,"Saturday, 20 November, 2021",20,11,2021
20/11/2021,Booster 1,1554313,4.759494872,"Saturday, 20 November, 2021",20,11,2021
20/11/2021,Booster 2,5758,0.017631694,"Saturday, 20 November, 2021",20,11,2021
21/11/2021,Dose 1,25878168,79.24208824,"Sunday, 21 November, 2021",21,11,2021
21/11/2021,Dose 2,25426312,77.85845038,"Sunday, 21 November, 2021",21,11,2021
21/11/2021,Booster 1,1585463,4.85487995,"Sunday, 21 November, 2021",21,11,2021
21/11/2021,Booster 2,5830,0.017852167,"Sunday, 21 November, 2021",21,11,2021
22/11/2021,Dose 1,25883479,79.25835117,"Monday, 22 November, 2021",22,11,2021
22/11/2021,Dose 2,25438863,77.89688307,"Monday, 22 November, 2021",22,11,2021
22/11/2021,Booster 1,1680618,5.146256097,"Monday, 22 November, 2021",22,11,2021
22/11/2021,Booster 2,6098,0.018672815,"Monday, 22 November, 2021",22,11,2021
23/11/2021,Dose 1,25889062,79.27544699,"Tuesday, 23 November, 2021",23,11,2021
23/11/2021,Dose 2,25450055,77.93115433,"Tuesday, 23 November, 2021",23,11,2021
23/11/2021,Booster 1,1803909,5.523788089,"Tuesday, 23 November, 2021",23,11,2021
23/11/2021,Booster 2,6452,0.019756806,"Tuesday, 23 November, 2021",23,11,2021
24/11/2021,Dose 1,25894555,79.29226723,"Wednesday, 24 November, 2021",24,11,2021
24/11/2021,Dose 2,25459199,77.95915437,"Wednesday, 24 November, 2021",24,11,2021
24/11/2021,Booster 1,1932545,5.917687119,"Wednesday, 24 November, 2021",24,11,2021
24/11/2021,Booster 2,6788,0.020785679,"Wednesday, 24 November, 2021",24,11,2021
25/11/2021,Dose 1,25900721,79.31114827,"Thursday, 25 November, 2021",25,11,2021
25/11/2021,Dose 2,25465669,77.97896629,"Thursday, 25 November, 2021",25,11,2021
25/11/2021,Booster 1,2063835,6.319713018,"Thursday, 25 November, 2021",25,11,2021
25/11/2021,Booster 2,7116,0.021790055,"Thursday, 25 November, 2021",25,11,2021
26/11/2021,Dose 1,25905872,79.32692125,"Friday, 26 November, 2021",26,11,2021
26/11/2021,Dose 2,25472767,78.00070123,"Friday, 26 November, 2021",26,11,2021
26/11/2021,Booster 1,2168159,6.639165756,"Friday, 26 November, 2021",26,11,2021
26/11/2021,Booster 2,7332,0.022451473,"Friday, 26 November, 2021",26,11,2021
27/11/2021,Dose 1,25908536,79.33507874,"Saturday, 27 November, 2021",27,11,2021
27/11/2021,Dose 2,25478416,78.01799915,"Saturday, 27 November, 2021",27,11,2021
27/11/2021,Booster 1,2216717,6.78785624,"Saturday, 27 November, 2021",27,11,2021
